"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Washtenaw County, MI"	"26161"	10777	1790408	601.9	632.6
	"Wayne County, MI"	"26163"	90463	8837965	1023.6	907.8
	"Wexford County, MI"	"26165"	1782	164144	1085.6	843.6
	"Aitkin County, MN"	"27001"	1059	78610	1347.2	722.3
	"Anoka County, MN"	"27003"	9692	1706245	568.0	621.1
	"Becker County, MN"	"27005"	1700	166861	1018.8	734.5
	"Beltrami County, MN"	"27007"	2020	228218	885.1	792.0
	"Benton County, MN"	"27009"	1705	197286	864.2	727.5
	"Big Stone County, MN"	"27011"	369	25488	1447.7	679.5
	"Blue Earth County, MN"	"27013"	2396	327621	731.3	655.5
	"Brown County, MN"	"27015"	1482	126634	1170.3	658.3
	"Carlton County, MN"	"27017"	1930	177412	1087.9	843.4
	"Carver County, MN"	"27019"	2357	485715	485.3	566.9
	"Cass County, MN"	"27021"	1587	143165	1108.5	737.0
	"Chippewa County, MN"	"27023"	761	60629	1255.2	724.0
	"Chisago County, MN"	"27025"	1992	270203	737.2	673.4
	"Clay County, MN"	"27027"	2333	307010	759.9	698.4
	"Clearwater County, MN"	"27029"	523	43820	1193.5	837.1
	"Cook County, MN"	"27031"	240	26073	920.5	588.5
	"Cottonwood County, MN"	"27033"	669	57784	1157.8	622.1
	"Crow Wing County, MN"	"27035"	3302	316607	1042.9	700.3
	"Dakota County, MN"	"27037"	11931	2057008	580.0	591.0
	"Dodge County, MN"	"27039"	719	101799	706.3	636.2
	"Douglas County, MN"	"27041"	2042	184308	1107.9	663.0
	"Faribault County, MN"	"27043"	944	70595	1337.2	717.8
	"Fillmore County, MN"	"27045"	1177	104386	1127.5	655.7
	"Freeborn County, MN"	"27047"	1781	153755	1158.3	670.5
	"Goodhue County, MN"	"27049"	2375	232252	1022.6	666.2
	"Grant County, MN"	"27051"	359	29714	1208.2	661.8
	"Hennepin County, MN"	"27053"	41315	6046326	683.3	636.1
	"Houston County, MN"	"27055"	876	93954	932.4	566.6
	"Hubbard County, MN"	"27057"	1019	103200	987.4	644.5
	"Isanti County, MN"	"27059"	1539	192307	800.3	697.5
	"Itasca County, MN"	"27061"	2655	226779	1170.7	766.1
	"Jackson County, MN"	"27063"	518	50817	1019.3	578.5
	"Kanabec County, MN"	"27065"	754	79590	947.4	714.8
	"Kandiyohi County, MN"	"27067"	1927	212550	906.6	624.1
	"Kittson County, MN"	"27069"	352	22177	1587.2	798.6
	"Koochiching County, MN"	"27071"	761	64648	1177.1	713.8
	"Lac qui Parle County, MN"	"27073"	426	34580	1231.9	588.9
	"Lake County, MN"	"27075"	700	53607	1305.8	691.5
	"Lake of the Woods County, MN"	"27077"	226	19505	1158.7	716.3
	"Le Sueur County, MN"	"27079"	1137	138248	822.4	670.8
	"Lincoln County, MN"	"27081"	397	28963	1370.7	650.3
	"Lyon County, MN"	"27083"	1121	128351	873.4	663.0
	"McLeod County, MN"	"27085"	1673	179632	931.3	645.1
	"Mahnomen County, MN"	"27087"	303	27399	1105.9	892.1
	"Marshall County, MN"	"27089"	394	47027	837.8	523.7
	"Martin County, MN"	"27091"	1269	100965	1256.9	672.2
	"Meeker County, MN"	"27093"	1113	115468	963.9	671.6
	"Mille Lacs County, MN"	"27095"	1483	128941	1150.1	832.0
	"Morrison County, MN"	"27097"	1647	164248	1002.8	709.2
	"Mower County, MN"	"27099"	1956	196238	996.7	640.0
	"Murray County, MN"	"27101"	503	42316	1188.7	627.9
	"Nicollet County, MN"	"27103"	1108	166129	667.0	576.3
	"Nobles County, MN"	"27105"	920	108645	846.8	615.1
	"Norman County, MN"	"27107"	471	33192	1419.0	782.0
	"Olmsted County, MN"	"27109"	5001	750520	666.3	565.5
	"Otter Tail County, MN"	"27111"	3365	288468	1166.5	676.1
	"Pennington County, MN"	"27113"	661	70781	933.9	684.9
	"Pine County, MN"	"27115"	1412	145337	971.5	726.4
	"Pipestone County, MN"	"27117"	572	46425	1232.1	685.9
	"Polk County, MN"	"27119"	1706	157752	1081.4	759.5
	"Pope County, MN"	"27121"	637	54877	1160.8	647.2
	"Ramsey County, MN"	"27123"	20171	2657642	759.0	688.4
	"Red Lake County, MN"	"27125"	179	20210	885.7	634.3
	"Redwood County, MN"	"27127"	961	77889	1233.8	723.3
	"Renville County, MN"	"27129"	954	74973	1272.5	737.8
	"Rice County, MN"	"27131"	2389	325582	733.8	643.9
	"Rock County, MN"	"27133"	573	47772	1199.4	684.6
	"Roseau County, MN"	"27135"	674	78043	863.6	683.8
	"St. Louis County, MN"	"27137"	10405	1001764	1038.7	755.4
	"Scott County, MN"	"27139"	3131	697450	448.9	595.8
	"Sherburne County, MN"	"27141"	2468	455941	541.3	660.6
	"Sibley County, MN"	"27143"	751	74787	1004.2	685.6
	"Stearns County, MN"	"27145"	4927	768303	641.3	587.9
	"Steele County, MN"	"27147"	1502	182705	822.1	603.6
	"Stevens County, MN"	"27149"	411	48808	842.1	540.0
	"Swift County, MN"	"27151"	529	47414	1115.7	608.1
	"Todd County, MN"	"27153"	1094	121673	899.1	642.2
	"Traverse County, MN"	"27155"	264	16983	1554.5	703.6
	"Wabasha County, MN"	"27157"	947	106635	888.1	599.4
	"Wadena County, MN"	"27159"	997	68776	1449.6	858.6
	"Waseca County, MN"	"27161"	846	95169	888.9	633.0
	"Washington County, MN"	"27163"	7442	1243727	598.4	594.9
	"Watonwan County, MN"	"27165"	597	54979	1085.9	658.9
	"Wilkin County, MN"	"27167"	400	32395	1234.8	795.8
	"Winona County, MN"	"27169"	2086	255726	815.7	665.1
	"Wright County, MN"	"27171"	3685	649608	567.3	638.8
	"Yellow Medicine County, MN"	"27173"	581	50188	1157.6	656.7
	"Adams County, MS"	"28001"	2074	158737	1306.6	1007.2
	"Alcorn County, MS"	"28003"	2349	186544	1259.2	1048.8
	"Amite County, MS"	"28005"	785	63459	1237.0	848.3
	"Attala County, MS"	"28007"	1412	95423	1479.7	1072.7
	"Benton County, MS"	"28009"	543	41888	1296.3	1030.4
	"Bolivar County, MS"	"28011"	2027	168074	1206.0	1154.1
	"Calhoun County, MS"	"28013"	935	73619	1270.1	964.3
	"Carroll County, MS"	"28015"	573	51505	1112.5	797.7
	"Chickasaw County, MS"	"28017"	938	86787	1080.8	922.1
	"Choctaw County, MS"	"28019"	480	41602	1153.8	844.7
	"Claiborne County, MS"	"28021"	519	46043	1127.2	1029.0
	"Clarke County, MS"	"28023"	1082	81016	1335.5	1051.6
	"Clay County, MS"	"28025"	1198	100734	1189.3	970.5
	"Coahoma County, MS"	"28027"	1482	124018	1195.0	1135.2
	"Copiah County, MS"	"28029"	1663	143899	1155.7	1001.3
	"Covington County, MS"	"28031"	1346	97513	1380.3	1142.4
	"DeSoto County, MS"	"28033"	6446	854448	754.4	851.2
	"Forrest County, MS"	"28035"	3708	381371	972.3	978.4
	"Franklin County, MS"	"28037"	525	39092	1343.0	1018.8
	"George County, MS"	"28039"	1289	116565	1105.8	1172.5
	"Greene County, MS"	"28041"	674	69706	966.9	991.5
	"Grenada County, MS"	"28043"	1476	107590	1371.9	1130.4
	"Hancock County, MS"	"28045"	2417	230141	1050.2	870.5
	"Harrison County, MS"	"28047"	9657	992852	972.7	949.3
	"Hinds County, MS"	"28049"	10780	1222981	881.5	893.5
	"Holmes County, MS"	"28051"	1067	92737	1150.6	1063.1
	"Humphreys County, MS"	"28053"	499	44108	1131.3	1039.2
	"Issaquena County, MS"	"28055"	58	6832	848.9	798.9
	"Itawamba County, MS"	"28057"	1412	117555	1201.1	976.6
	"Jackson County, MS"	"28059"	6571	704248	933.1	900.3
	"Jasper County, MS"	"28061"	1033	82691	1249.2	971.0
	"Jefferson County, MS"	"28063"	439	37641	1166.3	1018.6
	"Jefferson Davis County, MS"	"28065"	792	58853	1345.7	1028.8
	"Jones County, MS"	"28067"	3732	341564	1092.6	952.3
	"Kemper County, MS"	"28069"	515	50638	1017.0	791.4
	"Lafayette County, MS"	"28071"	1919	260964	735.4	859.3
	"Lamar County, MS"	"28073"	2104	298116	705.8	784.7
	"Lauderdale County, MS"	"28075"	4354	396165	1099.0	930.0
	"Lawrence County, MS"	"28077"	751	63013	1191.8	1051.4
	"Leake County, MS"	"28079"	1209	115055	1050.8	962.1
	"Lee County, MS"	"28081"	4525	426403	1061.2	969.2
	"Leflore County, MS"	"28083"	1848	152501	1211.8	1156.0
	"Lincoln County, MS"	"28085"	2076	173455	1196.9	1021.9
	"Lowndes County, MS"	"28087"	2980	298924	996.9	893.6
	"Madison County, MS"	"28089"	4896	508957	962.0	976.6
	"Marion County, MS"	"28091"	1709	129048	1324.3	1080.9
	"Marshall County, MS"	"28093"	2023	180982	1117.8	988.0
	"Monroe County, MS"	"28095"	2161	180145	1199.6	935.1
	"Montgomery County, MS"	"28097"	723	51763	1396.8	1044.7
	"Neshoba County, MS"	"28099"	1939	147372	1315.7	1190.2
	"Newton County, MS"	"28101"	1393	108258	1286.7	1075.4
	"Noxubee County, MS"	"28103"	596	55489	1074.1	907.9
	"Oktibbeha County, MS"	"28105"	1506	247120	609.4	751.4
	"Panola County, MS"	"28107"	1944	171596	1132.9	1048.8
	"Pearl River County, MS"	"28109"	3124	275833	1132.6	962.1
	"Perry County, MS"	"28111"	688	60869	1130.3	965.2
	"Pike County, MS"	"28113"	2499	199697	1251.4	1068.7
	"Pontotoc County, MS"	"28115"	1454	154308	942.3	861.1
	"Prentiss County, MS"	"28117"	1480	126693	1168.2	952.5
	"Quitman County, MS"	"28119"	457	38169	1197.3	1032.6
	"Rankin County, MS"	"28121"	5409	739648	731.3	720.8
	"Scott County, MS"	"28123"	1398	141342	989.1	936.7
	"Sharkey County, MS"	"28125"	329	23242	1415.5	1106.6
	"Simpson County, MS"	"28127"	1519	136396	1113.7	951.4
	"Smith County, MS"	"28129"	884	80683	1095.6	868.6
	"Stone County, MS"	"28131"	915	89973	1017.0	991.3
	"Sunflower County, MS"	"28133"	1500	137120	1093.9	1123.9
	"Tallahatchie County, MS"	"28135"	776	73882	1050.3	982.1
	"Tate County, MS"	"28137"	1431	141691	1009.9	954.7
	"Tippah County, MS"	"28139"	1333	110306	1208.5	1061.8
	"Tishomingo County, MS"	"28141"	1463	97515	1500.3	1120.6
	"Tunica County, MS"	"28143"	504	52036	968.6	1116.2
	"Union County, MS"	"28145"	1475	139945	1054.0	904.9
	"Walthall County, MS"	"28147"	931	74059	1257.1	964.5
	"Warren County, MS"	"28149"	2692	239171	1125.6	1009.9
	"Washington County, MS"	"28151"	2981	244122	1221.1	1150.8
	"Wayne County, MS"	"28153"	1114	102583	1085.9	959.9
	"Webster County, MS"	"28155"	707	49608	1425.2	1165.0
	"Wilkinson County, MS"	"28157"	586	46165	1269.4	1062.7
	"Winston County, MS"	"28159"	1155	92596	1247.4	974.6
	"Yalobusha County, MS"	"28161"	848	61898	1370.0	1055.5
	"Yazoo County, MS"	"28163"	1524	138593	1099.6	1066.0
	"Adair County, MO"	"29001"	1112	127735	870.6	820.8
	"Andrew County, MO"	"29003"	858	86735	989.2	753.7
	"Atchison County, MO"	"29005"	375	26899	1394.1	786.7
	"Audrain County, MO"	"29007"	1479	129340	1143.5	865.2
	"Barry County, MO"	"29009"	2072	178579	1160.3	851.1
	"Barton County, MO"	"29011"	745	60376	1233.9	865.4
	"Bates County, MO"	"29013"	1055	82563	1277.8	902.4
	"Benton County, MO"	"29015"	1485	94125	1577.7	911.0
	"Bollinger County, MO"	"29017"	676	61411	1100.8	878.1
	"Boone County, MO"	"29019"	5115	863864	592.1	676.6
	"Buchanan County, MO"	"29021"	4763	447074	1065.4	904.9
	"Butler County, MO"	"29023"	2820	214437	1315.1	1021.9
	"Caldwell County, MO"	"29025"	523	45285	1154.9	849.3
	"Callaway County, MO"	"29027"	1862	223464	833.2	769.5
	"Camden County, MO"	"29029"	2403	220761	1088.5	744.4
	"Cape Girardeau County, MO"	"29031"	3854	390444	987.1	792.0
	"Carroll County, MO"	"29033"	601	45046	1334.2	875.8
	"Carter County, MO"	"29035"	356	31243	1139.5	919.1
	"Cass County, MO"	"29037"	4564	506620	900.9	764.4
	"Cedar County, MO"	"29039"	1032	69661	1481.5	924.1
	"Chariton County, MO"	"29041"	484	38074	1271.2	724.8
	"Christian County, MO"	"29043"	3034	410267	739.5	719.9
	"Clark County, MO"	"29045"	459	34301	1338.2	910.0
	"Clay County, MO"	"29047"	8418	1165675	722.2	724.1
	"Clinton County, MO"	"29049"	1269	102472	1238.4	941.7
	"Cole County, MO"	"29051"	3220	383013	840.7	740.6
	"Cooper County, MO"	"29053"	970	88065	1101.5	832.4
	"Crawford County, MO"	"29055"	1445	122724	1177.4	926.2
	"Dade County, MO"	"29057"	509	37950	1341.2	822.7
	"Dallas County, MO"	"29059"	963	82540	1166.7	841.1
	"Daviess County, MO"	"29061"	472	41287	1143.2	869.4
	"DeKalb County, MO"	"29063"	605	63531	952.3	750.8
	"Dent County, MO"	"29065"	979	77889	1256.9	881.9
	"Douglas County, MO"	"29067"	838	67335	1244.5	819.9
	"Dunklin County, MO"	"29069"	2220	156355	1419.8	1119.9
	"Franklin County, MO"	"29071"	4917	510317	963.5	823.8
	"Gasconade County, MO"	"29073"	993	74377	1335.1	827.8
	"Gentry County, MO"	"29075"	455	33724	1349.2	803.8
	"Greene County, MO"	"29077"	13594	1427244	952.5	795.1
	"Grundy County, MO"	"29079"	698	51156	1364.5	879.9
	"Harrison County, MO"	"29081"	595	43245	1375.9	847.4
	"Henry County, MO"	"29083"	1544	109648	1408.1	961.7
	"Hickory County, MO"	"29085"	747	46337	1612.1	864.9
	"Holt County, MO"	"29087"	326	22683	1437.2	763.3
	"Howard County, MO"	"29089"	497	50742	979.5	761.8
	"Howell County, MO"	"29091"	2555	201327	1269.1	941.7
	"Iron County, MO"	"29093"	733	51099	1434.5	1071.7
	"Jackson County, MO"	"29095"	30816	3418213	901.5	820.3
	"Jasper County, MO"	"29097"	5820	586881	991.7	902.8
	"Jefferson County, MO"	"29099"	9673	1112267	869.7	877.6
	"Johnson County, MO"	"29101"	2052	271146	756.8	817.9
	"Knox County, MO"	"29103"	260	19983	1301.1	874.2
	"Laclede County, MO"	"29105"	2012	177527	1133.3	929.9
	"Lafayette County, MO"	"29107"	1909	163943	1164.4	834.9
	"Lawrence County, MO"	"29109"	2248	191022	1176.8	891.3
	"Lewis County, MO"	"29111"	589	50731	1161.0	854.6
	"Lincoln County, MO"	"29113"	2260	271430	832.6	868.5
	"Linn County, MO"	"29115"	875	61594	1420.6	924.4
	"Livingston County, MO"	"29117"	964	75287	1280.4	819.5
	"McDonald County, MO"	"29119"	1138	113599	1001.8	995.5
	"Macon County, MO"	"29121"	992	76994	1288.4	822.7
	"Madison County, MO"	"29123"	839	62013	1352.9	1008.9
	"Maries County, MO"	"29125"	499	44937	1110.4	806.3
	"Marion County, MO"	"29127"	1641	144290	1137.3	839.9
	"Mercer County, MO"	"29129"	219	18512	1183.0	736.5
	"Miller County, MO"	"29131"	1406	125056	1124.3	850.6
	"Mississippi County, MO"	"29133"	837	70558	1186.3	978.6
	"Moniteau County, MO"	"29135"	738	79198	931.8	788.3
	"Monroe County, MO"	"29137"	465	43211	1076.1	706.5
	"Montgomery County, MO"	"29139"	777	59101	1314.7	873.5
	"Morgan County, MO"	"29141"	1473	100911	1459.7	928.5
	"New Madrid County, MO"	"29143"	1214	91143	1332.0	1022.5
	"Newton County, MO"	"29145"	3190	293707	1086.1	871.0
	"Nodaway County, MO"	"29147"	970	115129	842.5	725.1
	"Oregon County, MO"	"29149"	715	54609	1309.3	913.0
	"Osage County, MO"	"29151"	644	68519	939.9	725.0
	"Ozark County, MO"	"29153"	642	47252	1358.7	840.6
	"Pemiscot County, MO"	"29155"	1229	87994	1396.7	1190.4
	"Perry County, MO"	"29157"	988	95760	1031.7	773.6
	"Pettis County, MO"	"29159"	2109	210967	999.7	815.7
	"Phelps County, MO"	"29161"	2277	224167	1015.8	895.9
	"Pike County, MO"	"29163"	1014	92374	1097.7	878.6
	"Platte County, MO"	"29165"	3162	474849	665.9	663.0
	"Polk County, MO"	"29167"	1676	155565	1077.4	845.4
	"Pulaski County, MO"	"29169"	1554	266510	583.1	910.3
	"Putnam County, MO"	"29171"	337	24385	1382.0	835.5
	"Ralls County, MO"	"29173"	503	51124	983.9	750.7
	"Randolph County, MO"	"29175"	1444	125404	1151.5	955.2
	"Ray County, MO"	"29177"	1275	114604	1112.5	894.4
	"Reynolds County, MO"	"29179"	428	32649	1310.9	866.3
	"Ripley County, MO"	"29181"	906	69678	1300.3	958.8
	"St. Charles County, MO"	"29183"	13046	1899281	686.9	665.4
	"St. Clair County, MO"	"29185"	739	47219	1565.0	896.0
	"Ste. Genevieve County, MO"	"29186"	965	89685	1076.0	818.0
	"St. Francois County, MO"	"29187"	3850	331151	1162.6	1002.1
	"St. Louis County, MO"	"29189"	48604	5002801	971.5	730.2
	"Saline County, MO"	"29195"	1263	116068	1088.2	801.8
	"Schuyler County, MO"	"29197"	272	21981	1237.4	829.7
	"Scotland County, MO"	"29199"	311	24464	1271.3	852.8
	"Scott County, MO"	"29201"	2197	194970	1126.8	921.8
	"Shannon County, MO"	"29203"	467	41282	1131.2	863.2
	"Shelby County, MO"	"29205"	423	30741	1376.0	858.1
	"Stoddard County, MO"	"29207"	1932	148939	1297.2	923.1
	"Stone County, MO"	"29209"	1971	155986	1263.6	793.3
	"Sullivan County, MO"	"29211"	378	32081	1178.3	858.7
	"Taney County, MO"	"29213"	2794	269263	1037.6	795.8
	"Texas County, MO"	"29215"	1503	128450	1170.1	844.3
	"Vernon County, MO"	"29217"	1272	104180	1221.0	932.1
	"Warren County, MO"	"29219"	1441	166449	865.7	740.8
	"Washington County, MO"	"29221"	1414	125012	1131.1	1019.2
	"Wayne County, MO"	"29223"	981	66705	1470.7	1004.2
	"Webster County, MO"	"29225"	1616	185373	871.8	817.7
	"Worth County, MO"	"29227"	155	10305	1504.1	833.2
	"Wright County, MO"	"29229"	1137	91891	1237.3	902.4
	"St. Louis city, MO"	"29510"	14803	1580151	936.8	936.5
	"Beaverhead County, MT"	"30001"	440	46585	944.5	669.8
	"Big Horn County, MT"	"30003"	664	66071	1005.0	1179.3
	"Blaine County, MT"	"30005"	346	33045	1047.1	959.5
	"Broadwater County, MT"	"30007"	281	28462	987.3	722.9
	"Carbon County, MT"	"30009"	493	51701	953.6	640.1
	"Carter County, MT"	"30011"	65	5883	1104.9	609.3
	"Cascade County, MT"	"30013"	4129	410243	1006.5	778.0
	"Chouteau County, MT"	"30015"	316	29186	1082.7	794.9
	"Custer County, MT"	"30017"	709	59898	1183.7	792.6
	"Daniels County, MT"	"30019"	113	8903	1269.2	649.3
	"Dawson County, MT"	"30021"	482	47155	1022.2	718.2
	"Deer Lodge County, MT"	"30023"	636	45880	1386.2	913.4
	"Fallon County, MT"	"30025"	162	15484	1046.2	777.7
	"Fergus County, MT"	"30027"	790	57145	1382.4	773.6
	"Flathead County, MT"	"30029"	4289	473481	905.8	739.1
	"Gallatin County, MT"	"30031"	2637	489792	538.4	601.0
	"Garfield County, MT"	"30033"	68	6464	1052.0	747.8
	"Glacier County, MT"	"30035"	671	68474	979.9	1082.7
	"Golden Valley County, MT"	"30037"	52	4217	1233.1	765.6
	"Granite County, MT"	"30039"	163	16062	1014.8	570.3
	"Hill County, MT"	"30041"	745	82645	901.4	820.6
	"Jefferson County, MT"	"30043"	503	58003	867.2	740.4
	"Judith Basin County, MT"	"30045"	93	9905	938.9	566.7
	"Lake County, MT"	"30047"	1450	146557	989.4	757.2
	"Lewis and Clark County, MT"	"30049"	2830	329946	857.7	694.7
	"Liberty County, MT"	"30051"	114	11935	955.2	528.3
	"Lincoln County, MT"	"30053"	1240	96341	1287.1	831.4
	"McCone County, MT"	"30055"	89	8492	1048.0	611.8
	"Madison County, MT"	"30057"	387	39052	991.0	601.2
	"Meagher County, MT"	"30059"	135	9323	1448.0	848.8
	"Mineral County, MT"	"30061"	278	21115	1316.6	831.3
	"Missoula County, MT"	"30063"	4245	565506	750.7	728.1
	"Musselshell County, MT"	"30065"	265	23088	1147.8	784.3
	"Park County, MT"	"30067"	757	79217	955.6	699.8
	"Petroleum County, MT"	"30069"	20	2461	812.7	572.9
	"Phillips County, MT"	"30071"	258	20751	1243.3	749.9
	"Pondera County, MT"	"30073"	353	30832	1144.9	729.8
	"Powder River County, MT"	"30075"	98	8828	1110.1	582.0
	"Powell County, MT"	"30077"	385	34641	1111.4	814.5
	"Prairie County, MT"	"30079"	97	5811	1669.2	855.3
	"Ravalli County, MT"	"30081"	2154	205651	1047.4	681.5
	"Richland County, MT"	"30083"	472	56960	828.7	796.8
	"Roosevelt County, MT"	"30085"	681	56149	1212.8	1337.9
	"Rosebud County, MT"	"30087"	426	46738	911.5	917.0
	"Sanders County, MT"	"30089"	718	56873	1262.5	805.6
	"Sheridan County, MT"	"30091"	279	18255	1528.3	885.7
	"Silver Bow County, MT"	"30093"	2042	172802	1181.7	888.2
	"Stillwater County, MT"	"30095"	459	46711	982.6	742.2
	"Sweet Grass County, MT"	"30097"	217	18171	1194.2	675.0
	"Teton County, MT"	"30099"	327	30333	1078.0	643.6
	"Toole County, MT"	"30101"	249	25570	973.8	753.8
	"Treasure County, MT"	"30103"	48	3512	1366.7	815.9
	"Valley County, MT"	"30105"	430	37882	1135.1	707.1
	"Wheatland County, MT"	"30107"	114	10546	1081.0	636.5
	"Wibaux County, MT"	"30109"	81	5516	1468.5	666.8
	"Yellowstone County, MT"	"30111"	7170	776721	923.1	752.8
	"Adams County, NE"	"31001"	1543	157682	978.6	722.1
	"Antelope County, NE"	"31003"	389	32107	1211.6	666.2
	"Arthur County, NE"	"31005"	27	2315	1166.3	913.3
	"Banner County, NE"	"31007"	22	3876	567.6	314.4
	"Blaine County, NE"	"31009"	21	2476	848.1	535.9
	"Boone County, NE"	"31011"	324	26763	1210.6	642.1
	"Box Butte County, NE"	"31013"	586	56396	1039.1	794.0
	"Boyd County, NE"	"31015"	175	10108	1731.3	768.0
	"Brown County, NE"	"31017"	205	14797	1385.4	722.8
	"Buffalo County, NE"	"31019"	1742	242009	719.8	661.7
	"Burt County, NE"	"31021"	486	32969	1474.1	779.9
	"Butler County, NE"	"31023"	510	41024	1243.2	718.2
	"Cass County, NE"	"31025"	1176	127313	923.7	754.8
	"Cedar County, NE"	"31027"	493	43286	1138.9	608.0
	"Chase County, NE"	"31029"	261	19937	1309.1	768.5
	"Cherry County, NE"	"31031"	317	28905	1096.7	640.6
	"Cheyenne County, NE"	"31033"	484	50451	959.3	689.0
	"Clay County, NE"	"31035"	355	31565	1124.7	733.6
	"Colfax County, NE"	"31037"	435	52495	828.7	720.6
	"Cuming County, NE"	"31039"	490	45273	1082.3	576.1
	"Custer County, NE"	"31041"	636	53919	1179.5	709.7
	"Dakota County, NE"	"31043"	800	103487	773.0	757.9
	"Dawes County, NE"	"31045"	438	45409	964.6	685.1
	"Dawson County, NE"	"31047"	1068	119622	892.8	735.7
	"Deuel County, NE"	"31049"	111	9633	1152.3	649.8
	"Dixon County, NE"	"31051"	321	29047	1105.1	703.2
	"Dodge County, NE"	"31053"	2219	183393	1210.0	778.1
	"Douglas County, NE"	"31055"	19855	2716265	731.0	762.4
	"Dundy County, NE"	"31057"	147	9483	1550.1	781.9
	"Fillmore County, NE"	"31059"	429	28381	1511.6	807.5
	"Franklin County, NE"	"31061"	188	15379	1222.4	667.4
	"Frontier County, NE"	"31063"	101	13399	753.8	476.4
	"Furnas County, NE"	"31065"	343	24250	1414.4	775.6
	"Gage County, NE"	"31067"	1389	108891	1275.6	767.9
	"Garden County, NE"	"31069"	154	9648	1596.2	710.7
	"Garfield County, NE"	"31071"	169	10017	1687.1	721.6
	"Gosper County, NE"	"31073"	122	9884	1234.3	749.1
	"Grant County, NE"	"31075"	25	3132	798.2	854.8
	"Greeley County, NE"	"31077"	139	12237	1135.9	603.6
	"Hall County, NE"	"31079"	2677	305526	876.2	747.0
	"Hamilton County, NE"	"31081"	420	45590	921.3	642.8
	"Harlan County, NE"	"31083"	216	17324	1246.8	700.5
	"Hayes County, NE"	"31085"	24	4660	515.0	278.7
	"Hitchcock County, NE"	"31087"	195	14332	1360.6	780.7
	"Holt County, NE"	"31089"	624	51799	1204.7	674.1
	"Hooker County, NE"	"31091"	80	3610	2216.1	876.2
	"Howard County, NE"	"31093"	343	31826	1077.7	668.2
	"Jefferson County, NE"	"31095"	550	36772	1495.7	839.3
	"Johnson County, NE"	"31097"	316	25834	1223.2	839.5
	"Kearney County, NE"	"31099"	364	32740	1111.8	737.7
	"Keith County, NE"	"31101"	476	40516	1174.8	743.1
	"Keya Paha County, NE"	"31103"	38	3992	951.9	486.7
	"Kimball County, NE"	"31105"	249	18563	1341.4	767.2
	"Knox County, NE"	"31107"	578	42755	1351.9	711.1
	"Lancaster County, NE"	"31109"	10321	1508534	684.2	686.8
	"Lincoln County, NE"	"31111"	1829	178886	1022.4	752.9
	"Logan County, NE"	"31113"	34	3836	886.3	585.8
	"Loup County, NE"	"31115"	25	2937	851.2	546.1
	"McPherson County, NE"	"31117"	20	2495	801.6	510.7
	"Madison County, NE"	"31119"	1836	175627	1045.4	771.8
	"Merrick County, NE"	"31121"	405	38963	1039.4	715.7
	"Morrill County, NE"	"31123"	310	24216	1280.1	872.0
	"Nance County, NE"	"31125"	243	18037	1347.2	803.6
	"Nemaha County, NE"	"31127"	412	35503	1160.5	800.3
	"Nuckolls County, NE"	"31129"	301	21760	1383.3	675.2
	"Otoe County, NE"	"31131"	935	79451	1176.8	714.3
	"Pawnee County, NE"	"31133"	193	13476	1432.2	675.2
	"Perkins County, NE"	"31135"	173	14556	1188.5	613.2
	"Phelps County, NE"	"31137"	555	46181	1201.8	705.0
	"Pierce County, NE"	"31139"	377	35894	1050.3	687.3
	"Platte County, NE"	"31141"	1380	163514	844.0	648.7
	"Polk County, NE"	"31143"	313	26212	1194.1	686.3
	"Red Willow County, NE"	"31145"	633	54422	1163.1	732.7
	"Richardson County, NE"	"31147"	599	40746	1470.1	759.3
	"Rock County, NE"	"31149"	128	6953	1840.9	1026.1
	"Saline County, NE"	"31151"	741	71778	1032.3	810.6
	"Sarpy County, NE"	"31153"	4555	862302	528.2	660.4
	"Saunders County, NE"	"31155"	1037	104729	990.2	736.6
	"Scotts Bluff County, NE"	"31157"	2040	182993	1114.8	797.4
	"Seward County, NE"	"31159"	850	85565	993.4	726.7
	"Sheridan County, NE"	"31161"	374	26297	1422.2	743.7
	"Sherman County, NE"	"31163"	194	15452	1255.5	671.9
	"Sioux County, NE"	"31165"	44	6462	680.9	424.8
	"Stanton County, NE"	"31167"	234	30110	777.2	633.3
	"Thayer County, NE"	"31169"	403	25814	1561.2	757.4
	"Thomas County, NE"	"31171"	25	3482	718.0	415.7
	"Thurston County, NE"	"31173"	381	34945	1090.3	1105.5
	"Valley County, NE"	"31175"	283	20976	1349.2	723.4
	"Washington County, NE"	"31177"	878	101689	863.4	687.8
	"Wayne County, NE"	"31179"	308	47068	654.4	526.5
	"Webster County, NE"	"31181"	300	18326	1637.0	890.3
	"Wheeler County, NE"	"31183"	24	3849	623.5	371.3
	"York County, NE"	"31185"	810	69212	1170.3	757.7
	"Churchill County, NV"	"32001"	1345	120739	1114.0	909.2
	"Clark County, NV"	"32003"	74932	10350763	723.9	742.5
	"Douglas County, NV"	"32005"	2315	237128	976.3	613.0
	"Elko County, NV"	"32007"	1496	260146	575.1	744.4
	"Esmeralda County, NV"	"32009"	63	4009	1571.5	931.1
	"Eureka County, NV"	"32011"	74	9984	741.2	702.6
	"Humboldt County, NV"	"32013"	647	85457	757.1	884.0
	"Lander County, NV"	"32015"	225	29534	761.8	763.1
