Source,Date,Obsolescence Date,Business Name,Legal Name,Physical Address,Physical Address Number,Physical Pre Direction,Physical Address Name,Physical Address Suffix,Physical Post Direction,Physical City,Physical State,Physical ZIP,Physical ZIP 4,Key Executive Name,First Name,Middle Initial,Last Name,Title,Gender,Location Employee Size,Corporate Employee Size,Revenue / Yr,Mailing Address,Mailing Address Number,Mailing Pre Direction,Mailing Address Name,Mailing Address Suffix,Mailing Post Direction,Mailing City,Mailing State,Mailing ZIP,Mailing ZIP 4,Phone,Fax,Toll-Free,County Name,County Population,Metro Area,Latitude,Longitude,EIN,Main Line of Business,Location Type,Importer or Exporter,Manufacturer,Primary SIC,Primary SIC Description,SIC02,SIC02.Description,SIC03,SIC03.Description,SIC04,SIC04.Description,SIC05,SIC05.Description,SIC06,SIC06.Description,SIC07,SIC07.Description,SIC08,SIC08.Description,SIC09,SIC09.Description,SIC10,SIC10.Description,NAICS 1,NAICS 1 Description,NAICS 2,NAICS 2 Description,NAICS 3,NAICS 3 Description,NAICS 4,NAICS 4 Description,NAICS 5,NAICS 5 Description,NAICS 6,NAICS 6 Description,NAICS 7,NAICS 7 Description,NAICS 8,NAICS 8 Description,NAICS 9,NAICS 9 Description,NAICS 10,NAICS 10 Description,Non-Profit,Number of PCs,Public / Private,Small Business,Square Footage,Website,Women Owned,Year Established,Ticker Symbol,Stock Exchange,Fortune 1000 Ranking,Credit Score,2017 Revenue/Yr,2016 Revenue/Yr,2015 Revenue/Yr,2016 % Sales Growth,2015 % Sales Growth,2017 Employees,2016 Employees,2015 Employees,2016 % Employee Growth,2015 % Employee Growth,Executive First Name 1,Executive Last Name 1,Executive Title 1,Executive Gender 1,Executive Department 1,Executive First Name 2,Executive Last Name 2,Executive Title 2,Executive Gender 2,Executive Department 2,Executive First Name 3,Executive Last Name 3,Executive Title 3,Executive Gender 3,Executive Department 3,Executive First Name 4,Executive Last Name 4,Executive Title 4,Executive Gender 4,Executive Department 4,Executive First Name 5,Executive Last Name 5,Executive Title 5,Executive Gender 5,Executive Department 5,Executive First Name 6,Executive Last Name 6,Executive Title 6,Executive Gender 6,Executive Department 6,Executive First Name 7,Executive Last Name 7,Executive Title 7,Executive Gender 7,Executive Department 7,Executive First Name 8,Executive Last Name 8,Executive Title 8,Executive Gender 8,Executive Department 8,Executive First Name 9,Executive Last Name 9,Executive Title 9,Executive Gender 9,Executive Department 9,Executive First Name 10,Executive Last Name 10,Executive Title 10,Executive Gender 10,Executive Department 10,Executive First Name 11,Executive Last Name 11,Executive Title 11,Executive Gender 11,Executive Department 11,Executive First Name 12,Executive Last Name 12,Executive Title 12,Executive Gender 12,Executive Department 12,Executive First Name 13,Executive Last Name 13,Executive Title 13,Executive Gender 13,Executive Department 13,Executive First Name 14,Executive Last Name 14,Executive Title 14,Executive Gender 14,Executive Department 14,Executive First Name 15,Executive Last Name 15,Executive Title 15,Executive Gender 15,Executive Department 15,Executive First Name 16,Executive Last Name 16,Executive Title 16,Executive Gender 16,Executive Department 16,Executive First Name 17,Executive Last Name 17,Executive Title 17,Executive Gender 17,Executive Department 17,Executive First Name 18,Executive Last Name 18,Executive Title 18,Executive Gender 18,Executive Department 18,Executive First Name 19,Executive Last Name 19,Executive Title 19,Executive Gender 19,Executive Department 19,Executive First Name 20,Executive Last Name 20,Executive Title 20,Executive Gender 20,Executive Department 20,Est. Accounting Annual Expense,Est. Advertising Annual Expense,Est. Business Insurance Annual Expense,Est. Legal Annual Expense,Est. Office Equipment Annual Expense,Est. Rent Annual Expense,Est. Technology Annual Expense,Est. Telecom Annual Expense,Est. Utilities Annual Expense,AtoZ ID,Home Based Business,Franchise Type,Holding Parent Name,Source 
AtoZDatabases,2/20/2020,8/20/2020,Boys Town,Boys Town Texas Inc,503 Urban Loop,503,,Urban,Loop,,San Antonio,TX,78204,3115,Janie Cook,Janie,,Cook,Executive Officer,Female,25,,N/A,503 Urban Loop,503,,Urban,Loop,,San Antonio,TX,78204,3115,(210) 271-1010,(210) 271-3333,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.421066,-98.501111,,Counselors & Counseling Services,Branch,,No,8322002,Counselors & Counseling Services,8099001,Health & Allied Services,8399001,Social Services,8322064,Social Services & Welfare Organizations,8399032,Charitable Institutions,8361005,Foster Care,8099002,Medical Services Organization,,,,,,,624190,Other Individual and Family Services,621999,All Other Miscellaneous Ambulatory Health Care Services,813319,Other Social Advocacy Organizations,623990,Other Residential Care Facilities,,,,,,,,,,,,,No,25 to 99,Private,No,"5,000 to 9,999",www.boystown.org,No,2009,,,,0,1661364,1329091,1395546,25,-4.76,25,20,21,25,-4.76,Janie,Cook,Executive Officer,Female,Administration,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$20,000 to $49,999",,"$25,000 to $99,999","$25,000 to $99,999","$10,000 to $24,999","$10,000 to $24,999","$20,000 to $49,999",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Network For Young Artists Inc,,510 S Flores St,510,S,Flores,St,,San Antonio,TX,78204,, ,,,,,,19,,"$1,262,637 ",,,,,,,,,,,(210) 226-5611,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.41959006,-98.49647211,,Individual & Family Social Services,,,No,8322001,Individual & Family Social Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,25 to 99,Private,No,"1,000 to 4,999",,No,,,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$7,500 to $19,999",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Any Baby Can,,519 W Houston St,519,W,Houston,St,,San Antonio,TX,78207,3106, ,,,,,,1,,"$66,455 ",519 W Houston St,519,W,Houston,St,,San Antonio,TX,78207,3106,(210) 704-2222,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4268548,-98.4997054,,Social Services & Welfare Organizations,,,No,8322064,Social Services & Welfare Organizations,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,Yes,Up to 999,www.anybabycansa.org,No,2006,,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Dianne MC Donald,,520 N Medina,520,N,Medina,,,San Antonio,TX,78207,3027,Dianne McDonald,Dianne,,McDonald,Educator,Female,1,,"$66,455 ",520 N Medina,520,N,Medina,,,San Antonio,TX,78207,3027,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.430968,-98.503981,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,Dianne,McDonald,Educator,Female,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Avance Early Head Start SW 19th,Avance Early Head Start,526 Sw 19th St,526,SW,19th,St,,San Antonio,TX,78207,4679,Priscilla Ponce,Priscilla,,Ponce,Manager,Female,12,,N/A,526 SW 19th St,526,SW,19th,St,,San Antonio,TX,78207,4679,(210) 735-9155,(210) 735-8362,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4240515,-98.536429,,Child Day Care Services,,,No,8351001,Child Day Care Services,8399001,Social Services,8322064,Social Services & Welfare Organizations,,,,,,,,,,,,,,,624410,Child Day Care Services,813319,Other Social Advocacy Organizations,624190,Other Individual and Family Services,,,,,,,,,,,,,,,No,10 to 24,Private,No,"1,000 to 4,999",www.avancesa.org,No,,,,,0,357674,357674,387480,0,-7.69,12,12,13,0,-7.69,Priscilla,Ponce,Manager,Female,Administration,Maria,Champion,Manager,Female,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Texas Diabetes Institute,,527 N Leona St,527,N,Leona,St,,San Antonio,TX,78207,, ,,,,,,200,,"$13,290,914 ",,,,,,,,,,,(210) 358-3757,(210) 358-7406,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.43178637,-98.50209633,,Diabetes Information Centers,,,No,8322077,Diabetes Information Centers,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,100 to 499,Private,No,"10,000 to 49,999",www.universityhealthsystem.com,No,,,,,0,13290914,13623187,14154823,-2.44,-3.76,200,205,213,-2.44,-3.76,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$100,000 or more",,"$100,000 or more",,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Angela Casias,Texas Diabetes Institute,527 N Leona St,527,N,Leona,St,,San Antonio,TX,78207,,Angela Casias,Angela,,Casias,Professional,Female,,,N/A,,,,,,,,,,,(210) 358-3757,(210) 358-7406,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.43178637,-98.50209633,,Diabetes Information Centers,,,No,8322077,Diabetes Information Centers,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,Angela,Casias,Professional,Female,Medical,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Jane Lynch,Texas Diabetes Institute,527 N Leona St,527,N,Leona,St,,San Antonio,TX,78207,,Jane Lynch,Jane,,Lynch,Professional,Female,,,N/A,,,,,,,,,,,(210) 358-3757,(210) 358-7406,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.43178637,-98.50209633,,Diabetes Information Centers,,,No,8322077,Diabetes Information Centers,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,Jane,Lynch,Professional,Female,Medical,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Ralph Defronzo,Texas Diabetes Institute,527 N Leona St,527,N,Leona,St,,San Antonio,TX,78207,,Ralph Defronzo,Ralph,,Defronzo,Professional,Male,,,N/A,,,,,,,,,,,(210) 358-3757,(210) 358-7406,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.43178637,-98.50209633,,Diabetes Information Centers,,,No,8322077,Diabetes Information Centers,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,Ralph,Defronzo,Professional,Male,Medical,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Terri De La Haya,Texas Diabetes Institute,527 N Leona St,527,N,Leona,St,,San Antonio,TX,78207,,Terri De La Haya,Terri,,De La Haya,Professional,Female,,,N/A,,,,,,,,,,,(210) 358-3757,(210) 358-7406,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.43178637,-98.50209633,,Diabetes Information Centers,,,No,8322077,Diabetes Information Centers,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,Terri,De La Haya,Professional,Female,Medical,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Katherine Lacivita,Texas Diabetes Institute,527 N Leona St,527,N,Leona,St,,San Antonio,TX,78207,,Katherine Lacivita,Katherine,,Lacivita,Professional,Female,,,N/A,,,,,,,,,,,(210) 358-3757,(210) 358-7406,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.43178637,-98.50209633,,Diabetes Information Centers,,,No,8322077,Diabetes Information Centers,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,Katherine,Lacivita,Professional,Female,Medical,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Eugenio Cersosimo,Texas Diabetes Institute,527 N Leona St,527,N,Leona,St,,San Antonio,TX,78207,,Eugenio Cersosimo,Eugenio,,Cersosimo,Professional,Male,,,N/A,,,,,,,,,,,(210) 358-3757,(210) 358-7406,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.43178637,-98.50209633,,Diabetes Information Centers,,,No,8322077,Diabetes Information Centers,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,Eugenio,Cersosimo,Professional,Male,Medical,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,Professional,1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Ochoasmith Margarita,,601 N Frio St,601,N,Frio,St,,San Antonio,TX,78207,3011, ,,,,,,19,,"$1,262,637 ",601 N Frio St,601,N,Frio,St,,San Antonio,TX,78207,3011,(210) 261-1000,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.432108,-98.504912,,Individual & Family Social Services,,,No,8322001,Individual & Family Social Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,25 to 99,Private,No,"1,000 to 4,999",,No,,,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$7,500 to $19,999",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Shanina M Lous,,601 N Frio St,601,N,Frio,St,,San Antonio,TX,78207,3011, ,,,,,,19,,"$1,262,637 ",601 N Frio St,601,N,Frio,St,,San Antonio,TX,78207,3011,(210) 225-5481,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.432108,-98.504912,,Individual & Family Social Services,,,No,8322001,Individual & Family Social Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,25 to 99,Private,No,"1,000 to 4,999",,No,,,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$7,500 to $19,999",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Morningside Manor,,602 Babcock Rd,602,,Babcock,Rd,,San Antonio,TX,78201,3158,Bob Hultgren,Bob,,Hultgren,Executive Officer,Male,411,660,N/A,602 Babcock Rd,602,,Babcock,Rd,,San Antonio,TX,78201,3158,(210) 731-1000,(210) 731-1050,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.475775,-98.548834,,Health Practitioners,Branch,,No,8049001,Health Practitioners,8361001,Residential Care,8322008,Rehabilitation Services,8059009,Retirement Communities & Homes,8051002,Nursing & Convalescent Homes,8051001,Skilled Nursing Care Facilities,8399039,Non-Profit Organizations,,,,,,,621399,Offices of All Other Miscellaneous Health Practitioners,623990,Other Residential Care Facilities,624190,Other Individual and Family Services,623311,Continuing Care Retirement Communities,623110,Nursing Care Facilities (Skilled Nursing Facilities),813319,Other Social Advocacy Organizations,,,,,,,,,Yes,500 or more,Private,No,"50,000 or more",www.mmliving.org,No,2001,,,,0,0,0,0,0,0,,,,0,0,Bob,Hultgren,Executive Officer,Male,,Jude,Morin,Manager,Unknown,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$100,000 or more",,"$100,000 or more",,"$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more","$100,000 or more",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Childrens Shelterthe,,612 Nogalitos St,612,,Nogalitos,St,,San Antonio,TX,78204,1830, ,,,,,,13,,"$863,909 ",612 Nogalitos St,612,,Nogalitos,St,,San Antonio,TX,78204,1830,(210) 257-0550,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.405503,-98.505783,,Individual & Family Social Services,,,No,8322001,Individual & Family Social Services,8322016,Adoption Services,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,624110,Child and Youth Services,,,,,,,,,,,,,,,,,No,25 to 99,Private,Yes,"1,000 to 4,999",,No,2018,,,,0,863909,0,0,0,0,13,,,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$5,000 to $24,999",,"$7,500 to $19,999",,"$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999",1.114E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Central Cardiovascular Inst of San Antonio,Central Cardiovascular-San Ant,6800 W Interstate 10 Ste 200,6800,W,Interstate,,,San Antonio,TX,78201,2041,Evelyn Sosa,Evelyn,,Sosa,Executive Officer,Female,165,,"$30,281,351 ",6800 W Interstate 10 Ste 200,6800,W,Interstate,,,San Antonio,TX,78201,2041,(210) 271-3203,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.490499,-98.547563,,Physicians & Surgeons,,,No,8011001,Physicians & Surgeons,8322124,Heart Disease Information & Treatment,8011161,Internal Medicine,8011115,Cardiovascular Disease,,,,,,,,,,,,,621111,Offices of Physicians (except Mental Health Specialists),624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,No,100 to 499,Private,No,"10,000 to 49,999",,No,1990,,,,0,30281351,30097828,31015444,0.61,-2.96,165,164,169,0.61,-2.96,Evelyn,Sosa,Executive Officer,Female,Accounting & Finance,Steve,Burton,Manager,Male,Information Technology,Debbie,Gibbs,Manager,Female,Human Resources,Linda,Sherman,Manager,Female,Purchasing,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$100,000 or more",,"$100,000 or more",,"$100,000 or more","$100,000 or more","$100,000 or more","$25,000 to $99,999","$100,000 or more",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Elisabeth Zaragoza,,701 S Zarzamora St,701,S,Zarzamora,St,,San Antonio,TX,78207,5209,Elisabeth Zaragoza,Elisabeth,,Zaragoza,Educator,Female,1,,"$66,455 ",701 S Zarzamora St,701,S,Zarzamora,St,,San Antonio,TX,78207,5209,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.421903,-98.528854,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,Elisabeth,Zaragoza,Educator,Female,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11325E+13,No,,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Mothers Against Drunk Driving,,800 Dolorosa,800,,Dolorosa,,,San Antonio,TX,78207,4559, ,,,,,,3,690,N/A,800 Dolorosa,800,,Dolorosa,,,San Antonio,TX,78207,4559,(210) 349-0200,(210) 349-9204,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.42384,-98.498902,,Non-Profit Organizations,Branch,,No,8399039,Non-Profit Organizations,8322064,Social Services & Welfare Organizations,,,,,,,,,,,,,,,,,813319,Other Social Advocacy Organizations,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,Yes,5 to 9,Private,No,Up to 999,www.madd.org,No,,,,,0,0,0,0,0,0,,,,0,0,,,,,,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,"$2,500 to $4,999",,"$2,500 to $7,499",,"$2,000 to $4,999","$2,500 to $4,999","$2,500 to $4,999","Up to $1,999","$2,500 to $7,499",1.11326E+13,No,Chain Location,,AtoZDatabases
AtoZDatabases,2/20/2020,8/20/2020,Jessica Lansing,,806 S Zarzamora St,806,S,Zarzamora,St,,San Antonio,TX,78207,5362,Jessica Lansing,Jessica,,Lansing,Educator,Female,1,,"$66,455 ",806 S Zarzamora St,806,S,Zarzamora,St,,San Antonio,TX,78207,5362,(210) 731-1300,N/A,N/A,Bexar,"500,000 or more","San Antonio-New Braunfels, TX",29.4204081,-98.5276383,,Counselors & Counseling Services,,,No,8322002,Counselors & Counseling Services,,,,,,,,,,,,,,,,,,,624190,Other Individual and Family Services,,,,,,,,,,,,,,,,,,,No,Up to 4,Private,No,Up to 999,,No,,,,,0,0,0,0,0,0,,,,0,0,Jessica,Lansing,Educator,Female,Education,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,,,,,NA,Up to $999,,"Up to $2,499",,"Up to $1,999","Up to $2,499","Up to $2,499","Up to $1,999","Up to $2,499",1.11325E+13,No,,,AtoZDatabases
