County	CountyCode	Year	YearCode	Deaths	Population	CrudeRate
"Muscogee County, GA"	13215	2001	2001	58	2983	19.44
"Muscogee County, GA"	13215	2002	2002	35	2923	11.97
"Muscogee County, GA"	13215	2003	2003	44	2995	14.69
"Muscogee County, GA"	13215	2004	2004	42	2998	14.01
"Muscogee County, GA"	13215	2005	2005	31	2926	10.59
"Muscogee County, GA"	13215	2006	2006	50	3135	15.95
"Muscogee County, GA"	13215	2007	2007	48	3423	14.02
"Muscogee County, GA"	13215	2008	2008	39	3447	11.31
"Muscogee County, GA"	13215	2009	2009	48	3608	13.3
"Muscogee County, GA"	13215	2010	2010	28	3298	8.49
"Muscogee County, GA"	13215	2011	2011	40	3314	12.07
"Muscogee County, GA"	13215	2012	2012	27	3268	8.26
"Newton County, GA"	13217	1999	1999	.	.	.
"Newton County, GA"	13217	2000	2000	.	.	.
"Newton County, GA"	13217	2001	2001	.	.	.
"Newton County, GA"	13217	2002	2002	11	1317	8.35
"Newton County, GA"	13217	2003	2003	12	1390	8.63
"Newton County, GA"	13217	2004	2004	.	.	.
"Newton County, GA"	13217	2005	2005	10	1480	6.76
"Newton County, GA"	13217	2006	2006	19	1564	12.15
"Newton County, GA"	13217	2007	2007	.	.	.
"Newton County, GA"	13217	2008	2008	.	.	.
"Newton County, GA"	13217	2009	2009	.	.	.
"Newton County, GA"	13217	2010	2010	17	1400	12.14
"Newton County, GA"	13217	2011	2011	.	.	.
"Newton County, GA"	13217	2012	2012	.	.	.
"Oconee County, GA"	13219	1999	1999	.	.	.
"Oconee County, GA"	13219	2000	2000	.	.	.
"Oconee County, GA"	13219	2001	2001	.	.	.
"Oconee County, GA"	13219	2002	2002	.	.	.
"Oconee County, GA"	13219	2003	2003	.	.	.
"Oconee County, GA"	13219	2004	2004	.	.	.
"Oconee County, GA"	13219	2005	2005	.	.	.
"Oconee County, GA"	13219	2006	2006	.	.	.
"Oconee County, GA"	13219	2007	2007	.	.	.
"Oconee County, GA"	13219	2008	2008	.	.	.
"Oconee County, GA"	13219	2009	2009	.	.	.
"Oconee County, GA"	13219	2010	2010	.	.	.
"Oconee County, GA"	13219	2011	2011	.	.	.
"Oconee County, GA"	13219	2012	2012	.	.	.
"Oglethorpe County, GA"	13221	1999	1999	.	.	.
"Oglethorpe County, GA"	13221	2000	2000	.	.	.
"Oglethorpe County, GA"	13221	2001	2001	.	.	.
"Oglethorpe County, GA"	13221	2002	2002	.	.	.
"Oglethorpe County, GA"	13221	2003	2003	.	.	.
"Oglethorpe County, GA"	13221	2004	2004	.	.	.
"Oglethorpe County, GA"	13221	2005	2005	.	.	.
"Oglethorpe County, GA"	13221	2006	2006	.	.	.
"Oglethorpe County, GA"	13221	2007	2007	.	.	.
"Oglethorpe County, GA"	13221	2008	2008	.	.	.
"Oglethorpe County, GA"	13221	2009	2009	.	.	.
"Oglethorpe County, GA"	13221	2010	2010	.	.	.
"Oglethorpe County, GA"	13221	2011	2011	.	.	.
"Oglethorpe County, GA"	13221	2012	2012	.	.	.
"Paulding County, GA"	13223	1999	1999	.	.	.
"Paulding County, GA"	13223	2000	2000	.	.	.
"Paulding County, GA"	13223	2001	2001	.	.	.
"Paulding County, GA"	13223	2002	2002	11	1545	7.12
"Paulding County, GA"	13223	2003	2003	.	.	.
"Paulding County, GA"	13223	2004	2004	14	1761	7.95
"Paulding County, GA"	13223	2005	2005	.	.	.
"Paulding County, GA"	13223	2006	2006	13	2000	6.5
"Paulding County, GA"	13223	2007	2007	15	1906	7.87
"Paulding County, GA"	13223	2008	2008	18	1950	9.23
"Paulding County, GA"	13223	2009	2009	.	.	.
"Paulding County, GA"	13223	2010	2010	12	1709	7.02
"Paulding County, GA"	13223	2011	2011	.	.	.
"Paulding County, GA"	13223	2012	2012	.	.	.
"Peach County, GA"	13225	1999	1999	.	.	.
"Peach County, GA"	13225	2000	2000	.	.	.
"Peach County, GA"	13225	2001	2001	.	.	.
"Peach County, GA"	13225	2002	2002	.	.	.
"Peach County, GA"	13225	2003	2003	.	.	.
"Peach County, GA"	13225	2004	2004	.	.	.
"Peach County, GA"	13225	2005	2005	.	.	.
"Peach County, GA"	13225	2006	2006	.	.	.
"Peach County, GA"	13225	2007	2007	10	411	24.33
"Peach County, GA"	13225	2008	2008	.	.	.
"Peach County, GA"	13225	2009	2009	.	.	.
"Peach County, GA"	13225	2010	2010	.	.	.
"Peach County, GA"	13225	2011	2011	.	.	.
"Peach County, GA"	13225	2012	2012	.	.	.
"Pickens County, GA"	13227	1999	1999	.	.	.
"Pickens County, GA"	13227	2000	2000	.	.	.
"Pickens County, GA"	13227	2001	2001	.	.	.
"Pickens County, GA"	13227	2002	2002	.	.	.
"Pickens County, GA"	13227	2003	2003	.	.	.
"Pickens County, GA"	13227	2004	2004	.	.	.
"Pickens County, GA"	13227	2005	2005	.	.	.
"Pickens County, GA"	13227	2006	2006	.	.	.
"Pickens County, GA"	13227	2007	2007	.	.	.
"Pickens County, GA"	13227	2008	2008	.	.	.
"Pickens County, GA"	13227	2009	2009	.	.	.
"Pickens County, GA"	13227	2010	2010	.	.	.
"Pickens County, GA"	13227	2011	2011	.	.	.
"Pickens County, GA"	13227	2012	2012	.	.	.
"Pierce County, GA"	13229	1999	1999	.	.	.
"Pierce County, GA"	13229	2000	2000	.	.	.
"Pierce County, GA"	13229	2001	2001	.	.	.
"Pierce County, GA"	13229	2002	2002	.	.	.
"Pierce County, GA"	13229	2003	2003	.	.	.
"Pierce County, GA"	13229	2004	2004	.	.	.
"Pierce County, GA"	13229	2005	2005	.	.	.
"Pierce County, GA"	13229	2006	2006	.	.	.
"Pierce County, GA"	13229	2007	2007	.	.	.
"Pierce County, GA"	13229	2008	2008	.	.	.
"Pierce County, GA"	13229	2009	2009	.	.	.
"Pierce County, GA"	13229	2010	2010	.	.	.
"Pierce County, GA"	13229	2011	2011	.	.	.
"Pierce County, GA"	13229	2012	2012	.	.	.
"Pike County, GA"	13231	1999	1999	.	.	.
"Pike County, GA"	13231	2000	2000	.	.	.
"Pike County, GA"	13231	2001	2001	.	.	.
"Pike County, GA"	13231	2002	2002	.	.	.
"Pike County, GA"	13231	2003	2003	.	.	.
"Pike County, GA"	13231	2004	2004	.	.	.
"Pike County, GA"	13231	2005	2005	.	.	.
"Pike County, GA"	13231	2006	2006	.	.	.
"Pike County, GA"	13231	2007	2007	.	.	.
"Pike County, GA"	13231	2008	2008	.	.	.
"Pike County, GA"	13231	2009	2009	.	.	.
"Pike County, GA"	13231	2010	2010	.	.	.
"Pike County, GA"	13231	2011	2011	.	.	.
"Pike County, GA"	13231	2012	2012	.	.	.
"Polk County, GA"	13233	1999	1999	.	.	.
"Polk County, GA"	13233	2000	2000	.	.	.
"Polk County, GA"	13233	2001	2001	.	.	.
"Polk County, GA"	13233	2002	2002	.	.	.
"Polk County, GA"	13233	2003	2003	.	.	.
"Polk County, GA"	13233	2004	2004	.	.	.
"Polk County, GA"	13233	2005	2005	.	.	.
"Polk County, GA"	13233	2006	2006	.	.	.
"Polk County, GA"	13233	2007	2007	.	.	.
"Polk County, GA"	13233	2008	2008	.	.	.
"Polk County, GA"	13233	2009	2009	.	.	.
"Polk County, GA"	13233	2010	2010	.	.	.
"Polk County, GA"	13233	2011	2011	.	.	.
"Polk County, GA"	13233	2012	2012	.	.	.
"Pulaski County, GA"	13235	1999	1999	.	.	.
"Pulaski County, GA"	13235	2000	2000	.	.	.
"Pulaski County, GA"	13235	2001	2001	.	.	.
"Pulaski County, GA"	13235	2002	2002	.	.	.
"Pulaski County, GA"	13235	2003	2003	.	.	.
"Pulaski County, GA"	13235	2004	2004	.	.	.
"Pulaski County, GA"	13235	2005	2005	.	.	.
"Pulaski County, GA"	13235	2006	2006	.	.	.
"Pulaski County, GA"	13235	2007	2007	.	.	.
"Pulaski County, GA"	13235	2008	2008	.	.	.
"Pulaski County, GA"	13235	2009	2009	.	.	.
"Pulaski County, GA"	13235	2010	2010	.	.	.
"Pulaski County, GA"	13235	2011	2011	.	.	.
"Pulaski County, GA"	13235	2012	2012	.	.	.
"Putnam County, GA"	13237	1999	1999	.	.	.
"Putnam County, GA"	13237	2000	2000	.	.	.
"Putnam County, GA"	13237	2001	2001	.	.	.
"Putnam County, GA"	13237	2002	2002	.	.	.
"Putnam County, GA"	13237	2003	2003	.	.	.
"Putnam County, GA"	13237	2004	2004	.	.	.
"Putnam County, GA"	13237	2005	2005	.	.	.
"Putnam County, GA"	13237	2006	2006	.	.	.
"Putnam County, GA"	13237	2007	2007	.	.	.
"Putnam County, GA"	13237	2008	2008	.	.	.
"Putnam County, GA"	13237	2009	2009	.	.	.
"Putnam County, GA"	13237	2010	2010	.	.	.
"Putnam County, GA"	13237	2011	2011	.	.	.
"Putnam County, GA"	13237	2012	2012	.	.	.
"Quitman County, GA"	13239	1999	1999	.	.	.
"Quitman County, GA"	13239	2000	2000	.	.	.
"Quitman County, GA"	13239	2001	2001	.	.	.
"Quitman County, GA"	13239	2002	2002	.	.	.
"Quitman County, GA"	13239	2003	2003	.	.	.
"Quitman County, GA"	13239	2004	2004	.	.	.
"Quitman County, GA"	13239	2005	2005	.	.	.
"Quitman County, GA"	13239	2006	2006	.	.	.
"Quitman County, GA"	13239	2007	2007	.	.	.
"Quitman County, GA"	13239	2008	2008	.	.	.
"Quitman County, GA"	13239	2009	2009	.	.	.
"Quitman County, GA"	13239	2010	2010	.	.	.
"Quitman County, GA"	13239	2011	2011	.	.	.
"Quitman County, GA"	13239	2012	2012	.	.	.
"Rabun County, GA"	13241	1999	1999	.	.	.
"Rabun County, GA"	13241	2000	2000	.	.	.
"Rabun County, GA"	13241	2001	2001	.	.	.
"Rabun County, GA"	13241	2002	2002	.	.	.
"Rabun County, GA"	13241	2003	2003	.	.	.
"Rabun County, GA"	13241	2004	2004	.	.	.
"Rabun County, GA"	13241	2005	2005	.	.	.
"Rabun County, GA"	13241	2006	2006	.	.	.
"Rabun County, GA"	13241	2007	2007	.	.	.
"Rabun County, GA"	13241	2008	2008	.	.	.
"Rabun County, GA"	13241	2009	2009	.	.	.
"Rabun County, GA"	13241	2010	2010	.	.	.
"Rabun County, GA"	13241	2011	2011	.	.	.
"Rabun County, GA"	13241	2012	2012	.	.	.
"Randolph County, GA"	13243	1999	1999	.	.	.
"Randolph County, GA"	13243	2000	2000	.	.	.
"Randolph County, GA"	13243	2001	2001	.	.	.
"Randolph County, GA"	13243	2002	2002	.	.	.
"Randolph County, GA"	13243	2003	2003	.	.	.
"Randolph County, GA"	13243	2004	2004	.	.	.
"Randolph County, GA"	13243	2005	2005	.	.	.
"Randolph County, GA"	13243	2006	2006	.	.	.
"Randolph County, GA"	13243	2007	2007	.	.	.
"Randolph County, GA"	13243	2008	2008	.	.	.
"Randolph County, GA"	13243	2009	2009	.	.	.
"Randolph County, GA"	13243	2010	2010	.	.	.
"Randolph County, GA"	13243	2011	2011	.	.	.
"Randolph County, GA"	13243	2012	2012	.	.	.
"Richmond County, GA"	13245	1999	1999	31	3178	9.75
"Richmond County, GA"	13245	2000	2000	42	3329	12.62
"Richmond County, GA"	13245	2001	2001	30	3322	9.03
"Richmond County, GA"	13245	2002	2002	34	3094	10.99
"Richmond County, GA"	13245	2003	2003	39	3190	12.23
"Richmond County, GA"	13245	2004	2004	33	3183	10.37
"Richmond County, GA"	13245	2005	2005	43	3168	13.57
"Richmond County, GA"	13245	2006	2006	40	3362	11.9
"Richmond County, GA"	13245	2007	2007	36	3397	10.6
"Richmond County, GA"	13245	2008	2008	44	3305	13.31
"Richmond County, GA"	13245	2009	2009	36	3328	10.82
"Richmond County, GA"	13245	2010	2010	34	3006	11.31
"Richmond County, GA"	13245	2011	2011	29	3001	9.66
"Richmond County, GA"	13245	2012	2012	39	3200	12.19
"Rockdale County, GA"	13247	1999	1999	.	.	.
"Rockdale County, GA"	13247	2000	2000	.	.	.
"Rockdale County, GA"	13247	2001	2001	.	.	.
"Rockdale County, GA"	13247	2002	2002	.	.	.
"Rockdale County, GA"	13247	2003	2003	.	.	.
"Rockdale County, GA"	13247	2004	2004	12	1090	11.01
"Rockdale County, GA"	13247	2005	2005	10	1163	8.6
"Rockdale County, GA"	13247	2006	2006	14	1179	11.87
"Rockdale County, GA"	13247	2007	2007	.	.	.
"Rockdale County, GA"	13247	2008	2008	.	.	.
"Rockdale County, GA"	13247	2009	2009	.	.	.
"Rockdale County, GA"	13247	2010	2010	.	.	.
"Rockdale County, GA"	13247	2011	2011	.	.	.
"Rockdale County, GA"	13247	2012	2012	.	.	.
"Schley County, GA"	13249	1999	1999	.	.	.
"Schley County, GA"	13249	2000	2000	.	.	.
"Schley County, GA"	13249	2001	2001	.	.	.
"Schley County, GA"	13249	2002	2002	.	.	.
"Schley County, GA"	13249	2003	2003	.	.	.
"Schley County, GA"	13249	2004	2004	.	.	.
"Schley County, GA"	13249	2005	2005	.	.	.
"Schley County, GA"	13249	2006	2006	.	.	.
"Schley County, GA"	13249	2007	2007	.	.	.
"Schley County, GA"	13249	2008	2008	.	.	.
"Schley County, GA"	13249	2009	2009	.	.	.
"Schley County, GA"	13249	2010	2010	.	.	.
"Schley County, GA"	13249	2011	2011	.	.	.
"Schley County, GA"	13249	2012	2012	.	.	.
"Screven County, GA"	13251	1999	1999	.	.	.
"Screven County, GA"	13251	2000	2000	.	.	.
"Screven County, GA"	13251	2001	2001	.	.	.
"Screven County, GA"	13251	2002	2002	.	.	.
"Screven County, GA"	13251	2003	2003	.	.	.
"Screven County, GA"	13251	2004	2004	.	.	.
"Screven County, GA"	13251	2005	2005	.	.	.
"Screven County, GA"	13251	2006	2006	.	.	.
"Screven County, GA"	13251	2007	2007	.	.	.
"Screven County, GA"	13251	2008	2008	.	.	.
"Screven County, GA"	13251	2009	2009	.	.	.
"Screven County, GA"	13251	2010	2010	.	.	.
"Screven County, GA"	13251	2011	2011	.	.	.
"Screven County, GA"	13251	2012	2012	.	.	.
"Seminole County, GA"	13253	1999	1999	.	.	.
"Seminole County, GA"	13253	2000	2000	.	.	.
"Seminole County, GA"	13253	2001	2001	.	.	.
"Seminole County, GA"	13253	2002	2002	.	.	.
"Seminole County, GA"	13253	2003	2003	.	.	.
"Seminole County, GA"	13253	2004	2004	.	.	.
"Seminole County, GA"	13253	2005	2005	.	.	.
"Seminole County, GA"	13253	2006	2006	.	.	.
"Seminole County, GA"	13253	2007	2007	.	.	.
"Seminole County, GA"	13253	2008	2008	.	.	.
"Seminole County, GA"	13253	2009	2009	.	.	.
"Seminole County, GA"	13253	2010	2010	.	.	.
"Seminole County, GA"	13253	2011	2011	.	.	.
"Seminole County, GA"	13253	2012	2012	.	.	.
"Spalding County, GA"	13255	1999	1999	11	890	12.36
"Spalding County, GA"	13255	2000	2000	.	.	.
"Spalding County, GA"	13255	2001	2001	.	.	.
"Spalding County, GA"	13255	2002	2002	11	886	12.42
"Spalding County, GA"	13255	2003	2003	13	907	14.33
"Spalding County, GA"	13255	2004	2004	.	.	.
"Spalding County, GA"	13255	2005	2005	16	970	16.49
"Spalding County, GA"	13255	2006	2006	11	1014	10.85
"Spalding County, GA"	13255	2007	2007	.	.	.
"Spalding County, GA"	13255	2008	2008	14	948	14.77
"Spalding County, GA"	13255	2009	2009	12	910	13.19
"Spalding County, GA"	13255	2010	2010	.	.	.
"Spalding County, GA"	13255	2011	2011	.	.	.
"Spalding County, GA"	13255	2012	2012	.	.	.
"Stephens County, GA"	13257	1999	1999	.	.	.
"Stephens County, GA"	13257	2000	2000	.	.	.
"Stephens County, GA"	13257	2001	2001	.	.	.
"Stephens County, GA"	13257	2002	2002	.	.	.
"Stephens County, GA"	13257	2003	2003	.	.	.
"Stephens County, GA"	13257	2004	2004	.	.	.
"Stephens County, GA"	13257	2005	2005	.	.	.
"Stephens County, GA"	13257	2006	2006	.	.	.
"Stephens County, GA"	13257	2007	2007	.	.	.
"Stephens County, GA"	13257	2008	2008	.	.	.
"Stephens County, GA"	13257	2009	2009	.	.	.
"Stephens County, GA"	13257	2010	2010	.	.	.
"Stephens County, GA"	13257	2011	2011	.	.	.
"Stephens County, GA"	13257	2012	2012	.	.	.
"Stewart County, GA"	13259	1999	1999	.	.	.
"Stewart County, GA"	13259	2000	2000	.	.	.
"Stewart County, GA"	13259	2001	2001	.	.	.
"Stewart County, GA"	13259	2002	2002	.	.	.
"Stewart County, GA"	13259	2003	2003	.	.	.
"Stewart County, GA"	13259	2004	2004	.	.	.
"Stewart County, GA"	13259	2005	2005	.	.	.
"Stewart County, GA"	13259	2006	2006	.	.	.
"Stewart County, GA"	13259	2007	2007	.	.	.
"Stewart County, GA"	13259	2008	2008	.	.	.
"Stewart County, GA"	13259	2009	2009	.	.	.
"Stewart County, GA"	13259	2010	2010	.	.	.
"Stewart County, GA"	13259	2011	2011	.	.	.
"Stewart County, GA"	13259	2012	2012	.	.	.
"Sumter County, GA"	13261	1999	1999	.	.	.
"Sumter County, GA"	13261	2000	2000	.	.	.
"Sumter County, GA"	13261	2001	2001	.	.	.
"Sumter County, GA"	13261	2002	2002	.	.	.
"Sumter County, GA"	13261	2003	2003	.	.	.
"Sumter County, GA"	13261	2004	2004	10	497	20.12
"Sumter County, GA"	13261	2005	2005	.	.	.
"Sumter County, GA"	13261	2006	2006	.	.	.
"Sumter County, GA"	13261	2007	2007	.	.	.
"Sumter County, GA"	13261	2008	2008	.	.	.
"Sumter County, GA"	13261	2009	2009	.	.	.
"Sumter County, GA"	13261	2010	2010	.	.	.
"Sumter County, GA"	13261	2011	2011	.	.	.
"Sumter County, GA"	13261	2012	2012	.	.	.
"Talbot County, GA"	13263	1999	1999	.	.	.
"Talbot County, GA"	13263	2000	2000	.	.	.
"Talbot County, GA"	13263	2001	2001	.	.	.
"Talbot County, GA"	13263	2002	2002	.	.	.
"Talbot County, GA"	13263	2003	2003	.	.	.
"Talbot County, GA"	13263	2004	2004	.	.	.
"Talbot County, GA"	13263	2005	2005	.	.	.
"Talbot County, GA"	13263	2006	2006	.	.	.
"Talbot County, GA"	13263	2007	2007	.	.	.
"Talbot County, GA"	13263	2008	2008	.	.	.
"Talbot County, GA"	13263	2009	2009	.	.	.
"Talbot County, GA"	13263	2010	2010	.	.	.
"Talbot County, GA"	13263	2011	2011	.	.	.
"Talbot County, GA"	13263	2012	2012	.	.	.
"Taliaferro County, GA"	13265	1999	1999	.	.	.
"Taliaferro County, GA"	13265	2000	2000	.	.	.
"Taliaferro County, GA"	13265	2001	2001	.	.	.
"Taliaferro County, GA"	13265	2002	2002	.	.	.
"Taliaferro County, GA"	13265	2003	2003	.	.	.
"Taliaferro County, GA"	13265	2004	2004	.	.	.
"Taliaferro County, GA"	13265	2005	2005	.	.	.
"Taliaferro County, GA"	13265	2006	2006	.	.	.
"Taliaferro County, GA"	13265	2007	2007	.	.	.
"Taliaferro County, GA"	13265	2008	2008	.	.	.
"Taliaferro County, GA"	13265	2009	2009	.	.	.
"Taliaferro County, GA"	13265	2010	2010	.	.	.
"Taliaferro County, GA"	13265	2011	2011	.	.	.
"Taliaferro County, GA"	13265	2012	2012	.	.	.
"Tattnall County, GA"	13267	1999	1999	.	.	.
"Tattnall County, GA"	13267	2000	2000	.	.	.
"Tattnall County, GA"	13267	2001	2001	.	.	.
"Tattnall County, GA"	13267	2002	2002	.	.	.
"Tattnall County, GA"	13267	2003	2003	.	.	.
"Tattnall County, GA"	13267	2004	2004	.	.	.
"Tattnall County, GA"	13267	2005	2005	.	.	.
"Tattnall County, GA"	13267	2006	2006	.	.	.
"Tattnall County, GA"	13267	2007	2007	.	.	.
"Tattnall County, GA"	13267	2008	2008	.	.	.
"Tattnall County, GA"	13267	2009	2009	.	.	.
"Tattnall County, GA"	13267	2010	2010	.	.	.
"Tattnall County, GA"	13267	2011	2011	.	.	.
"Tattnall County, GA"	13267	2012	2012	.	.	.
"Taylor County, GA"	13269	1999	1999	.	.	.
"Taylor County, GA"	13269	2000	2000	.	.	.
"Taylor County, GA"	13269	2001	2001	.	.	.
"Taylor County, GA"	13269	2002	2002	.	.	.
"Taylor County, GA"	13269	2003	2003	.	.	.
"Taylor County, GA"	13269	2004	2004	.	.	.
"Taylor County, GA"	13269	2005	2005	.	.	.
"Taylor County, GA"	13269	2006	2006	.	.	.
"Taylor County, GA"	13269	2007	2007	.	.	.
"Taylor County, GA"	13269	2008	2008	.	.	.
"Taylor County, GA"	13269	2009	2009	.	.	.
"Taylor County, GA"	13269	2010	2010	.	.	.
"Taylor County, GA"	13269	2011	2011	.	.	.
"Taylor County, GA"	13269	2012	2012	.	.	.
"Telfair County, GA"	13271	1999	1999	.	.	.
"Telfair County, GA"	13271	2000	2000	.	.	.
"Telfair County, GA"	13271	2001	2001	.	.	.
"Telfair County, GA"	13271	2002	2002	.	.	.
"Telfair County, GA"	13271	2003	2003	.	.	.
"Telfair County, GA"	13271	2004	2004	.	.	.
"Telfair County, GA"	13271	2005	2005	.	.	.
"Telfair County, GA"	13271	2006	2006	.	.	.
"Telfair County, GA"	13271	2007	2007	.	.	.
"Telfair County, GA"	13271	2008	2008	.	.	.
"Telfair County, GA"	13271	2009	2009	.	.	.
"Telfair County, GA"	13271	2010	2010	.	.	.
"Telfair County, GA"	13271	2011	2011	.	.	.
"Telfair County, GA"	13271	2012	2012	.	.	.
"Terrell County, GA"	13273	1999	1999	.	.	.
"Terrell County, GA"	13273	2000	2000	.	.	.
"Terrell County, GA"	13273	2001	2001	.	.	.
"Terrell County, GA"	13273	2002	2002	.	.	.
"Terrell County, GA"	13273	2003	2003	.	.	.
"Terrell County, GA"	13273	2004	2004	.	.	.
"Terrell County, GA"	13273	2005	2005	.	.	.
"Terrell County, GA"	13273	2006	2006	.	.	.
"Terrell County, GA"	13273	2007	2007	.	.	.
"Terrell County, GA"	13273	2008	2008	.	.	.
"Terrell County, GA"	13273	2009	2009	.	.	.
"Terrell County, GA"	13273	2010	2010	.	.	.
"Terrell County, GA"	13273	2011	2011	.	.	.
"Terrell County, GA"	13273	2012	2012	.	.	.
"Thomas County, GA"	13275	1999	1999	.	.	.
"Thomas County, GA"	13275	2000	2000	.	.	.
"Thomas County, GA"	13275	2001	2001	10	643	15.55
"Thomas County, GA"	13275	2002	2002	.	.	.
"Thomas County, GA"	13275	2003	2003	.	.	.
"Thomas County, GA"	13275	2004	2004	.	.	.
"Thomas County, GA"	13275	2005	2005	.	.	.
"Thomas County, GA"	13275	2006	2006	.	.	.
"Thomas County, GA"	13275	2007	2007	.	.	.
"Thomas County, GA"	13275	2008	2008	.	.	.
"Thomas County, GA"	13275	2009	2009	10	650	15.38
"Thomas County, GA"	13275	2010	2010	.	.	.
"Thomas County, GA"	13275	2011	2011	.	.	.
"Thomas County, GA"	13275	2012	2012	.	.	.
"Tift County, GA"	13277	1999	1999	.	.	.
"Tift County, GA"	13277	2000	2000	.	.	.
"Tift County, GA"	13277	2001	2001	.	.	.
"Tift County, GA"	13277	2002	2002	.	.	.
"Tift County, GA"	13277	2003	2003	.	.	.
"Tift County, GA"	13277	2004	2004	.	.	.
"Tift County, GA"	13277	2005	2005	.	.	.
"Tift County, GA"	13277	2006	2006	.	.	.
"Tift County, GA"	13277	2007	2007	.	.	.
"Tift County, GA"	13277	2008	2008	.	.	.
"Tift County, GA"	13277	2009	2009	.	.	.
"Tift County, GA"	13277	2010	2010	.	.	.
"Tift County, GA"	13277	2011	2011	.	.	.
"Tift County, GA"	13277	2012	2012	.	.	.
"Toombs County, GA"	13279	1999	1999	.	.	.
"Toombs County, GA"	13279	2000	2000	.	.	.
"Toombs County, GA"	13279	2001	2001	.	.	.
"Toombs County, GA"	13279	2002	2002	.	.	.
"Toombs County, GA"	13279	2003	2003	.	.	.
"Toombs County, GA"	13279	2004	2004	.	.	.
"Toombs County, GA"	13279	2005	2005	.	.	.
"Toombs County, GA"	13279	2006	2006	.	.	.
"Toombs County, GA"	13279	2007	2007	.	.	.
"Toombs County, GA"	13279	2008	2008	.	.	.
"Toombs County, GA"	13279	2009	2009	.	.	.
"Toombs County, GA"	13279	2010	2010	.	.	.
"Toombs County, GA"	13279	2011	2011	.	.	.
"Toombs County, GA"	13279	2012	2012	.	.	.
"Towns County, GA"	13281	1999	1999	.	.	.
"Towns County, GA"	13281	2000	2000	.	.	.
"Towns County, GA"	13281	2001	2001	.	.	.
"Towns County, GA"	13281	2002	2002	.	.	.
"Towns County, GA"	13281	2003	2003	.	.	.
"Towns County, GA"	13281	2004	2004	.	.	.
"Towns County, GA"	13281	2005	2005	.	.	.
"Towns County, GA"	13281	2006	2006	.	.	.
"Towns County, GA"	13281	2007	2007	.	.	.
"Towns County, GA"	13281	2008	2008	.	.	.
"Towns County, GA"	13281	2009	2009	.	.	.
"Towns County, GA"	13281	2010	2010	.	.	.
"Towns County, GA"	13281	2011	2011	.	.	.
"Towns County, GA"	13281	2012	2012	.	.	.
"Treutlen County, GA"	13283	1999	1999	.	.	.
"Treutlen County, GA"	13283	2000	2000	.	.	.
"Treutlen County, GA"	13283	2001	2001	.	.	.
"Treutlen County, GA"	13283	2002	2002	.	.	.
"Treutlen County, GA"	13283	2003	2003	.	.	.
"Treutlen County, GA"	13283	2004	2004	.	.	.
"Treutlen County, GA"	13283	2005	2005	.	.	.
"Treutlen County, GA"	13283	2006	2006	.	.	.
"Treutlen County, GA"	13283	2007	2007	.	.	.
"Treutlen County, GA"	13283	2008	2008	.	.	.
"Treutlen County, GA"	13283	2009	2009	.	.	.
"Treutlen County, GA"	13283	2010	2010	.	.	.
"Treutlen County, GA"	13283	2011	2011	.	.	.
"Treutlen County, GA"	13283	2012	2012	.	.	.
"Troup County, GA"	13285	1999	1999	.	.	.
"Troup County, GA"	13285	2000	2000	13	930	13.98
"Troup County, GA"	13285	2001	2001	.	.	.
"Troup County, GA"	13285	2002	2002	10	947	10.56
"Troup County, GA"	13285	2003	2003	.	.	.
"Troup County, GA"	13285	2004	2004	.	.	.
"Troup County, GA"	13285	2005	2005	.	.	.
"Troup County, GA"	13285	2006	2006	.	.	.
"Troup County, GA"	13285	2007	2007	.	.	.
"Troup County, GA"	13285	2008	2008	.	.	.
"Troup County, GA"	13285	2009	2009	13	956	13.6
"Troup County, GA"	13285	2010	2010	.	.	.
"Troup County, GA"	13285	2011	2011	.	.	.
"Troup County, GA"	13285	2012	2012	.	.	.
"Turner County, GA"	13287	1999	1999	.	.	.
"Turner County, GA"	13287	2000	2000	.	.	.
"Turner County, GA"	13287	2001	2001	.	.	.
"Turner County, GA"	13287	2002	2002	.	.	.
